sampleID	band	species	location	site	nest	year	age	sex	experiment	treatment	cap_doy	cap_num	age	mass	bhead	fwing	dist_time	latency	sseries_type	cort1_raw	cort1_correct	glucose1	buty	bleed2_time	cort2_raw	cort2_correct	glucose2	inject1_type	inject1_dose	inject1_time	inject2_type	inject2_dose	inject2_time	bleed3_time	cort3_raw	cort3_correct	glucose3	release	fate	micro_nb	blood_nb	bolus_nb	lifetag_nb	notes
	272107739	TRES	Ithaca	Unit_2	109	2018	Adult	F	Color_Stressor	Control_Predator	155	3	ASY	16	28.1	109	00-Jan-00	00-Jan-00		0.99	1.05	198		00-Jan-00	25.94	27.41	233		7	00-Jan-00				00-Jan-00	13.64	14.41		00-Jan-00		M18N076	180673			#NAME?
	272107688	TRES	Ithaca	Unit_2	109	2018	Adult	M	Color_Stressor	Mate_Control_Predator	155	1	AHY	19	28.7	121	00-Jan-00	00-Jan-00		1.22	1.29	179		00-Jan-00	27.01	28.54	224		8.5	00-Jan-00				00-Jan-00	13.59	14.36		00-Jan-00		M18N077	180674			#NAME?
	88004790	TRES	Ithaca	Unit_1	32	2018	Adult	M	Color_Stressor	Mate_Dull_Tape	156	1	AHY	25	30.2	122	00-Jan-00	00-Jan-00		5.44	5.75	206		00-Jan-00	25.21	26.64	262		11.5	00-Jan-00				00-Jan-00	27.37	28.92		00-Jan-00		M18N078	180677			Unknown trap method
	272107814	TRES	Ithaca	Unit_1	48	2018	Adult	F	Color_Stressor	Control_Tape	156	1	SY	19.5	29.7	117	00-Jan-00	00-Jan-00		2.22	2.35	178		00-Jan-00	20.52	21.68	233		9	00-Jan-00				00-Jan-00	13.51	14.28		00-Jan-00		M18N079	180678			
	272107689	TRES	Ithaca	Unit_2	51	2018	Adult	M	Color_Stressor	Mate_Control_Predator	156	1	AHY	20.5	29.5	116	00-Jan-00	00-Jan-00		3.69	3.9			00-Jan-00	49.03	51.81			9.5	00-Jan-00				00-Jan-00	23.15	24.46		00-Jan-00		M18N080	180680			In plasma log as 272107801 (female's band number)
	272106901	TRES	Ithaca	Unit_2	6	2018	Adult	F	Color_Stressor	Control_Tape	156	3	SY	17	28.7	115	00-Jan-00	00-Jan-00		7.89	8.34	203	0.49	00-Jan-00	19.24	20.33	269		7.5	00-Jan-00				00-Jan-00	17.75	18.76		00-Jan-00		M18N081	180681			second buty: .47
	272107696	TRES	Ithaca	Unit_2	6	2018	Adult	M	Color_Stressor	Mate_Control_Tape	156	1	AHY	19.5	29.7	122	00-Jan-00	00-Jan-00		4.91	5.19			00-Jan-00	49.98	52.81			9	00-Jan-00				00-Jan-00	16.58	17.52		00-Jan-00		M18N082	180682			
	272107016	TRES	Ithaca	Unit_2	105	2018	Adult	F	Color_Stressor	Dull_Predator	156	3	ASY	20.5	29.3	123	00-Jan-00	00-Jan-00		8.25	8.72	224	0.48	00-Jan-00	54.94	58.05	255		9.5	00-Jan-00				00-Jan-00	18.87	19.93		00-Jan-00		M18N083	180683			
	240134898	TRES	Ithaca	Unit_4	61	2018	Adult	F	Color_Stressor	Control_Tape	156	3	ASY	20	28.7	116	00-Jan-00	00-Jan-00		6.12	6.47	174		00-Jan-00	44.96	47.51	187		9	00-Jan-00				00-Jan-00	13.15	13.9		00-Jan-00		M18N084	180686			"4.61F base bleed potentially switched with 4.63F stress bleed.
Only left wing still had zip tie at this capture."
	259122329	TRES	Ithaca	Unit_4	61	2018	Adult	M	Color_Stressor	Mate_Control_Tape	156	1	AHY	20.5	29.1	224	00-Jan-00	00-Jan-00		0	0			00-Jan-00	62.61	66.16			9.5	00-Jan-00				00-Jan-00	19.93	21.06		00-Jan-00		M18N085	180687			
	272107764	TRES	Ithaca	Unit_4	63	2018	Adult	F	Color_Stressor	Control_Tape	156	3	ASY	19	28.6	119	00-Jan-00	00-Jan-00		5.39	5.7	172		00-Jan-00	47.78	50.49	254		8.5	00-Jan-00				00-Jan-00	10.63	11.23		00-Jan-00		M18N086	180688			"Only 1 zip tie was still on the wing at this capture - removed.
4.63F stress bleed potentially got swapped with 4.61F base bleed.

Data sheet said there was a new RFID, but old on first capture"
	272107161	TRES	Ithaca	Unit_2	95	2018	Adult	F	Color_Stressor	Dull_Control	157	3	SY	17.8	28.8	114	00-Jan-00	00-Jan-00		10.75	11.35	214	0.56	00-Jan-00	15.94	16.84	327		8	00-Jan-00				00-Jan-00	6.24	6.6		00-Jan-00		M18N087	180692			
	272107124	TRES	Ithaca	Unit_2	95	2018	Adult	M	Color_Stressor	Mate_Dull_Control	157	1	AHY	19.5	29.4	124	00-Jan-00	00-Jan-00		4.78	5.05	198		00-Jan-00	54.13	57.19			9	00-Jan-00				00-Jan-00	13.64	14.42		00-Jan-00		M18N088	180693			male found dead in box 2.96 on 6/7/18
	272107788	TRES	Ithaca	Unit_2	77	2018	Adult	M	Color_Stressor	Mate_Control_Control	157	1	AHY	20.5	29.7	121	00-Jan-00	00-Jan-00		1.24	1.31			00-Jan-00	31.75	33.55			9.5	00-Jan-00				00-Jan-00	20.75	21.92		00-Jan-00		M18N089	180695			mate was control-control
	272107599	TRES	Ithaca	Unit_4	80	2018	Adult	F	Color_Stressor	Control_Control	157	3	ASY	18.75	28.3	121	00-Jan-00	00-Jan-00		0.8	0.85	215	0.55	00-Jan-00	78.42	82.86	260		8.5	00-Jan-00				00-Jan-00	28.81	30.45		00-Jan-00		M18N090	180696			
	272107298	TRES	Ithaca	Unit_4	72	2018	Adult	F	Color_Stressor	Dull_Tape	157	3	ASY	20.5	28.4	118	00-Jan-00	00-Jan-00		19.54	20.64	204		00-Jan-00	46.49	49.12	282		9.5	00-Jan-00				00-Jan-00	16.65	17.59		00-Jan-00		M18N091	180697			not enough for buty
	239159375	TRES	Ithaca	Unit_4	72	2018	Adult	M	Color_Stressor	Mate_Dull_Tape	157	1	AHY	21	28.7	125	00-Jan-00	00-Jan-00		46.58	49.22			00-Jan-00	3.99	4.22			9.5	00-Jan-00				00-Jan-00	41.93	44.31		00-Jan-00		M18N092	180698			
	232146953	TRES	Ithaca	Unit_1	81	2018	Adult	F	Color_Stressor	Dull_Control	158	3	ASY	18.75	28.4	116	00-Jan-00	00-Jan-00		0.49	0.52	175	0.41	00-Jan-00	34.15	36.09	206		8.5	00-Jan-00				00-Jan-00	25.15	26.57		00-Jan-00		M18N093	180701			
	262125966	TRES	Ithaca	Unit_1	81	2018	Adult	M	Color_Stressor	Mate_Dull_Control	158	1	AHY	19.75	28.6	121	00-Jan-00	00-Jan-00		0.47	0.47			00-Jan-00	28.41	30.02			9	00-Jan-00				00-Jan-00	27.86	29.44		00-Jan-00		M18N094	180702			
	272107802	TRES	Ithaca	Unit_1	32	2018	Adult	F	Color_Stressor	Dull_Tape	158	3	SY	18.75	29.8	116	00-Jan-00	00-Jan-00		1.65	1.75	211		00-Jan-00	26.31	27.8	232		8.5	00-Jan-00				00-Jan-00	18.3	19.33		00-Jan-00		M18N095	180703			"Not enough plasma for BUTY
Tape was only on left wing - removed."
	272107809	TRES	Ithaca	Unit_1	91	2018	Adult	F	Color_Stressor	Control_Predator	158	3	SY	17.25	27.9	118	00-Jan-00	00-Jan-00		1.24	1.31	208	0.4	00-Jan-00	44.82	47.36	261		7.5	00-Jan-00				00-Jan-00	23.99	25.35		00-Jan-00		M18N096	180704			
	272107634	TRES	Ithaca	Unit_1	91	2018	Adult	M	Color_Stressor	Mate_Control_Predator	158	1	AHY	19	29.2	117	00-Jan-00	00-Jan-00		1.48	1.57			00-Jan-00	42.99	45.43			8.5	00-Jan-00				00-Jan-00	19.93	21.06		00-Jan-00		M18N097	180705			
	272107219	TRES	Ithaca	Unit_4	62	2018	Adult	F	Color_Stressor	Dull_Predator	158	3	ASY	18.5	28.8	119.5	00-Jan-00	00-Jan-00		13.89	14.68	213		00-Jan-00	76.25	80.57	220		8.5	00-Jan-00				00-Jan-00	16.09	17		00-Jan-00		M18N098	180709			2nd glucose taken was 217
	272107801	TRES	Ithaca	Unit_2	51	2018	Adult	F	Color_Stressor	Control_Predator	158	3	SY	18.5	28.9	115	00-Jan-00	00-Jan-00		5.44	5.75	252		00-Jan-00	43.84	46.32	172		8.5	00-Jan-00				00-Jan-00	29.21	30.86		00-Jan-00		M18N099	180713			BUTY not done
	272106902	TRES	Ithaca	Unit_2	8	2018	Adult	F	Color_Stressor	Dull_Control	158	3	SY	18.25	28.5	117	00-Jan-00	00-Jan-00		1.22	1.29	233		00-Jan-00	19.7	20.82	235		8	00-Jan-00				00-Jan-00	6.57	6.95		00-Jan-00		M18N100	180714			No buty
	272106908	TRES	Ithaca	Unit_2	103	2018	Adult	F	Color_Stressor	Control_Tape	159	3	SY	18.5	29.4	118	00-Jan-00	00-Jan-00		2.04	2.15	214	0.32	00-Jan-00	21.39	22.6	290		8.5	00-Jan-00				00-Jan-00	14.3	15.11		00-Jan-00		M18N101	180715			Second measurement for BUTY: 0.28
	272107217	TRES	Ithaca	Unit_2	114	2018	Adult	F	Color_Stressor	Dull_Predator	159	3	ASY	19.5	28.9	117.5	00-Jan-00	00-Jan-00		1.43	1.51	240	0.45	00-Jan-00	26	27.48	311		9	00-Jan-00				00-Jan-00	15.26	16.12		00-Jan-00		M18N102	180716			second BUTY done for validation: 0.35
	272106905	TRES	Ithaca	Unit_2	14	2018	Adult	F	Color_Stressor	Dull_Predator	159	3	SY	17	28.3	110	00-Jan-00	00-Jan-00		5.54	5.85	183	0.28	00-Jan-00	45.11	47.67	238		7.5	00-Jan-00				00-Jan-00	16.46	17.39		00-Jan-00		M18N103	180717			Measured by had a dash
	272106904	TRES	Ithaca	Unit_2	80	2018	Adult	F	Color_Stressor	Dull_Predator	159	3	SY	18	29.5	117	00-Jan-00	00-Jan-00		1.34	1.42	215	0.4	00-Jan-00	16.3	17.22	245		8	00-Jan-00				00-Jan-00	14.39	15.2		00-Jan-00		M18N104	180718			
	272107256	TRES	Ithaca	Unit_2	80	2018	Adult	M	Color_Stressor	Mate_Dull_Predator	159	1	AHY	18	29.7	121	00-Jan-00	00-Jan-00		0.52	0.55			00-Jan-00	33.79	35.7												00-Jan-00		M18N105	180719			No dex on this day for males
	272107805	TRES	Ithaca	Unit_2	34	2018	Adult	F	Color_Stressor	Dull_Control	159	3	ASY	16.75	28.3	114	00-Jan-00	00-Jan-00		0.6	0.63	205		00-Jan-00	49	51.78			7.5	00-Jan-00				00-Jan-00	25.33	26.77		00-Jan-00		M18N106	180720			Not enough plasma for BUTY
	272107815	TRES	Ithaca	Unit_2	34	2018	Adult	M	Color_Stressor	Mate_Dull_Control	159	1	AHY	18	29.7	120	00-Jan-00	00-Jan-00		3.05	3.22			00-Jan-00	42.04	44.42												00-Jan-00		M18N107	180721			No dex
	272106817	TRES	Ithaca	Unit_2	18	2018	Adult	F	Color_Stressor	Control_Tape	159	3	SY	18.5	28.7	114	00-Jan-00	00-Jan-00		1.55	1.63	239		00-Jan-00	31.19	32.96	270		8.5	00-Jan-00				00-Jan-00	12.2	12.89		00-Jan-00		M18N108	180722			Not enough for BUTY
	272107800	TRES	Ithaca	Unit_2	18	2018	Adult	M	Color_Stressor	Mate_Control_Tape	159	1	AHY	20	29.5	121	00-Jan-00	00-Jan-00		0.47	0.47			00-Jan-00	28.15	29.74												00-Jan-00		M18N109	180723			No dex for males on this date
	272107748	TRES	Ithaca	Unit_2	12	2018	Adult	F	Color_Stressor	Control_Control	159	3	ASY	19	29.2	121	00-Jan-00	00-Jan-00		1.79	1.89	205		00-Jan-00	14.49	15.31	292		8.5	00-Jan-00				00-Jan-00	9.5	10.04		00-Jan-00		M18N110	180724			"No measured by written on data sheet, no trap set time written on data sheet
Not enough for BUTY"
	272107816	TRES	Ithaca	Unit_2	12	2018	Adult	M	Color_Stressor	Mate_Control_Control	159	1	AHY	17.25	28.5	121	00-Jan-00	00-Jan-00		1.38	1.45			00-Jan-00	56.31	59.5												00-Jan-00		M18N111	180725			"Treatment: Mate_Control_Control
No dex"
	272106824	TRES	Ithaca	Unit_2	86	2018	Adult	M	Color_Stressor	Mate_Control_Predator	159	1	AHY	18	28.8	125	00-Jan-00	00-Jan-00		1.25	1.32			00-Jan-00	33.85	35.76												00-Jan-00		M18N112	180726			No dex
	272106903	TRES	Ithaca	Unit_2	112	2018	Adult	F	Color_Stressor	Dull_Tape	159	3	SY	18	29.1	112	00-Jan-00	00-Jan-00		1.12	1.18	193		00-Jan-00	36.17	38.22	262		8	00-Jan-00				00-Jan-00	13.02	13.75		00-Jan-00		M18N113	180727			"Both zipties removed on 6/8.
Not enough plasma for BUTY"
	272107690	TRES	Ithaca	Unit_2	112	2018	Adult	M	Color_Stressor	Mate_Dull_Tape	159	1	AHY	20.5	29.6	125	00-Jan-00	00-Jan-00		0.88	0.93			00-Jan-00	36.09	38.14												00-Jan-00		M18N114	180728			No dex taken
	272107257	TRES	Ithaca	Unit_2	30	2018	Adult	M	Color_Stressor	Mate_Control_Predator	159	1	AHY	20.5	28.4	123	00-Jan-00	00-Jan-00		1.84	1.95			00-Jan-00	49.75	52.57												00-Jan-00		M18N115	180729			Not dexed
	272107806	TRES	Ithaca	Unit_2	38	2018	Adult	F	Color_Stressor	Control_Control	159	3	SY	20	29.2	121	00-Jan-00	00-Jan-00		1.47	1.55	209		00-Jan-00	43.71	46.18	246		9	00-Jan-00				00-Jan-00	21.98	23.22		00-Jan-00		M18N116	180730			"Unknown trap method
No BUTY taken"
	232173070	TRES	Ithaca	Unit_2	38	2018	Adult	M	Color_Stressor	Mate_Control_Control	159	1	AHY	19	28.3	117	00-Jan-00	00-Jan-00		2.28	2.41			00-Jan-00	34.63	36.59														M18N117	180731			"mate control-control
release time not recorded"
	272107807	TRES	Ithaca	Unit_2	2	2018	Adult	F	Color_Stressor	Control_Control	159	3	ASY	18.5	28	114.5	00-Jan-00	00-Jan-00		0.47	0.47	172	0.46	00-Jan-00	1.73	1.83	283		8.5	00-Jan-00				00-Jan-00	2.77	2.93		00-Jan-00		M18N118	180732			"no measured by
2nd BUTY: 0.39"
	272107817	TRES	Ithaca	Unit_2	2	2018	Adult	M	Color_Stressor	Mate_Control_Control	159	1	AHY	19.25	29.9	117	00-Jan-00	00-Jan-00		1.9	2.01			00-Jan-00	15.56	16.44												00-Jan-00		M18N119	180733			mate control-control
	88004754	TRES	Ithaca	Unit_2	21	2018	Adult	F	Color_Stressor	Dull_Predator	159	3	ASY	18	29	117	00-Jan-00	00-Jan-00		1.93	2.03	202		00-Jan-00	56.18	59.37	230		8	00-Jan-00				00-Jan-00	24.89	26.3		00-Jan-00		M18N120	180734			not enough for BUTY
	272107530	TRES	Ithaca	Unit_2	21	2018	Adult	M	Color_Stressor	Mate_Dull_Predator	159	1	AHY	18.75	27.6	118	00-Jan-00	00-Jan-00		1.39	1.47			00-Jan-00	43.94	46.43												00-Jan-00		M18N121	180735			no dex
	272107750	TRES	Ithaca	Unit_1	121	2018	Adult	F	Color_Stressor	Dull_Predator	159	3	ASY	19.5	27.8	112	00-Jan-00	00-Jan-00		0.69	0.73	220	0.32	00-Jan-00	14.99	15.84	338		9	00-Jan-00				00-Jan-00	8.35	8.83		00-Jan-00		M18N122	180736			Microbiome did not insert fully
	272107153	TRES	Ithaca	Unit_1	17	2018	Adult	F	Color_Stressor	Control_Predator	160	3	SY	20	28.9	117	00-Jan-00	00-Jan-00		2.35	2.48	144	0.51	00-Jan-00	29.6	31.28	241		9	00-Jan-00				00-Jan-00	17.73	18.74		00-Jan-00		M18N123	180743			
	156181128	TRES	Ithaca	Unit_1	17	2018	Adult	M	Color_Stressor	Mate_Control_Predator	160	1	AHY	20.5	29.1	123	00-Jan-00	00-Jan-00		1.53	1.62			00-Jan-00	12.14	12.83			9.5	00-Jan-00				00-Jan-00	13.21	13.96		00-Jan-00		M18N124	180744			
	263113739	TRES	Ithaca	Unit_2	22	2018	Adult	M	Color_Stressor	Control_Control	160	1	AHY	21.5	29	124	00-Jan-00																					00-Jan-00		M18N125	180754			Late capture no plasma
	272106916	TRES	Ithaca	Unit_2	68	2018	Adult	M	Color_Stressor	Mate_Control_Tape	160	1	AHY	20	29.6	125	00-Jan-00																					00-Jan-00		M18N126	180755			Late capture--no plasma
	999999995	TRES	Ithaca	Unit_2	14	2018	Adult	M	Color_Stressor	Mate_Dull_Predator	160	1	AHY	22.4	28.4	124	00-Jan-00							00-Jan-00														00-Jan-00		M18N127	180756			#NAME?
	272106914	TRES	Ithaca	Unit_2	42	2018	Adult	M	Color_Stressor	Mate_Dull_Tape	160	1	AHY	20.5	28.4	118	00-Jan-00	00-Jan-00		3.75	3.97		0.46	00-Jan-00	30.18	31.89												00-Jan-00		M18N128	180748			Not dexed
	272106907	TRES	Ithaca	Unit_2	86	2018	Adult	F	Color_Stressor	Control_Predator	160	3	ASY	19	28.3	120	00-Jan-00	00-Jan-00		0.47	0.47	180	0.72	00-Jan-00	22.26	23.52	291		8.5	00-Jan-00				00-Jan-00	14.54	15.36		00-Jan-00		M18N129	180750			
	272106915	TRES	Ithaca	Unit_2	102	2018	Adult	M	Color_Stressor	Mate_Control_Control	160	1	AHY	19.25	28.2	122	00-Jan-00	00-Jan-00		0.47	0.47		0.55	00-Jan-00	55.63	58.78												00-Jan-00		M18N130	180751			"No Mate_CONTROL_CONTROL option
No dex on this male
No blood smear
BUTY was done on this male"
	272107811	TRES	Ithaca	Unit_2	102	2018	Adult	F	Color_Stressor	Control_Control	160	3	ASY	18.5	28.8	117	00-Jan-00	00-Jan-00		2.98	3.15	248	0.23	00-Jan-00	34.26	36.21	169		8.5	00-Jan-00				00-Jan-00	12.68	13.4		00-Jan-00		M18N131	180747			
	272106664	TRES	Ithaca	Unit_2	103	2018	Adult	M	Color_Stressor	Mate_Control_Tape	161	1	AHY	20	29.2	119	00-Jan-00																					00-Jan-00		M18N133	180764			"No notes on why so many other data points are missing; only got RBCs, Telomere, and Microbiome (no plasma)"
	272107297	TRES	Ithaca	Unit_2	27	2018	Adult	F	Color_Stressor	Dull_Control	161	3	SY	19	28.7	116	00-Jan-00	00-Jan-00		1.53	1.62	214	0.39	00-Jan-00	50.08	52.92	269											00-Jan-00		M18N134	180765			No dex injection given.
	272106613	TRES	Ithaca	Unit_2	30	2018	Adult	F	Color_Stressor	Control_Predator	161	3	SY	19.5	28.3	117	00-Jan-00	00-Jan-00		5.73	6.05	167		00-Jan-00	33.59	35.49	158		9	00-Jan-00				00-Jan-00	7.8	8.24		00-Jan-00		M18N135	180766			Baseline glucose run twice for validation: 168. Not enough plasma for BUTY.
	272107112	TRES	Ithaca	Unit_2	121	2018	Adult	F	Color_Stressor	Control_Predator	161	3	SY	19.5	29	116	00-Jan-00	00-Jan-00		3.17	3.35	181	0.52	00-Jan-00	32.3	34.13	260		9	00-Jan-00				00-Jan-00	13.93	14.72		00-Jan-00		M18N136	180767			Trap method unknown
	262126051	TRES	Ithaca	Unit_2	121	2018	Adult	M	Color_Stressor	Mate_Control_Predator	161	1	AHY	17.5	28.2	119	00-Jan-00			2.11	2.22			00-Jan-00	26.41	27.91			8	00-Jan-00				00-Jan-00	17.92	18.94		00-Jan-00		M18N137	180768			"Not sure if the predator trial was done on female mate
Time to base says 2: with no seconds listed, between 2 minutes and 3 minutes."
	272106711	TRES	Ithaca	Unit_1	85	2018	Adult	F	Color_Stressor	Control_Control	161	3	ASY	19	28.5	116	00-Jan-00	00-Jan-00		0.66	0.7	170		00-Jan-00	12.63	13.35	287		8.5	00-Jan-00				00-Jan-00	6.97	7.36		00-Jan-00		M18N138	180770			"blood smear y/n not circled for 3rd capture

RFID # for 1.85 M and F not written down anywhere :("
	272107529	TRES	Ithaca	Unit_1	85	2018	Adult	M	Color_Stressor	Mate_Control_Control	161	1	AHY	19.5	28.1	120	00-Jan-00	00-Jan-00		3.57	3.77			00-Jan-00	41.94	44.32												00-Jan-00		M18N139	180771			No Mate_Control_Control option
	272107258	TRES	Ithaca	Unit_4	101	2018	Adult	F	Color_Stressor	Dull_Tape	161	3	SY	20.5	28.7	117	00-Jan-00	00-Jan-00		1.11	1.17	249	0.39	00-Jan-00	49.96	52.79	229		9.5	00-Jan-00				00-Jan-00	17.58	18.58		00-Jan-00		M18N140	180773			"Tape removed. Ziptie only on left wing, 5th primary looks split/damaged after tape removal. Left wing yellowish (infected?) near wrist joint, was cleaned. Good flight at release. R leg fine."
	272107425	TRES	Ithaca	Unit_4	101	2018	Adult	M	Color_Stressor	Mate_Dull_Tape	161	1	AHY	20	28.9	120	00-Jan-00	00-Jan-00		3.1	3.28			00-Jan-00	18.72	19.78			9	00-Jan-00				00-Jan-00	9.44	9.97		00-Jan-00		M18N141	180774			
	272107261	TRES	Ithaca	Unit_4	90	2018	Adult	F	Color_Stressor	Control_Predator	161	3	ASY	19.5	29	121	00-Jan-00	00-Jan-00		2.97	3.14	221	0.44	00-Jan-00	29.48	31.15	278		9	00-Jan-00				00-Jan-00	9.86	10.42		00-Jan-00		M18N142	180775			
	239160615	TRES	Ithaca	Unit_4	90	2018	Adult	M	Color_Stressor	Mate_Control_Predator	161	1	AHY	19	29.3	127	00-Jan-00	00-Jan-00		7.08	7.48			00-Jan-00	59.18	62.53			8.5	00-Jan-00				00-Jan-00	17.65	18.65		00-Jan-00		M18N143	180776			RFID number likely incorrect- download RFID from 4.90 to figure out real number.
	263114341	TRES	Ithaca	Unit_2	117	2018	Adult	M	Color_Stressor	Mate_Dull_Predator	162	1	AHY	20.5	29.6	122	00-Jan-00			0.73	0.77			00-Jan-00	23.07	24.38			9.5	00-Jan-00				00-Jan-00	11.39	12.03		00-Jan-00		M18N144	180788			"May not be social male
no time to base recorded"
	272107786	TRES	Ithaca	Unit_2	77	2018	Adult	F	Color_Stressor	Control_Control	162	3	SY	18.5	27.5	118	00-Jan-00	00-Jan-00		2.49	2.63	225		00-Jan-00	21.88	23.12	202		8.5	00-Jan-00				00-Jan-00	18.03	19.05		00-Jan-00		M18N145	180789			
	272107812	TRES	Ithaca	Unit_4	18	2018	Adult	F	Color_Stressor	Control_Tape	162	3	SY	20.5	26.8	113	00-Jan-00	00-Jan-00		2.42	2.56	170		00-Jan-00	19.61	20.72	207		9.5	00-Jan-00				00-Jan-00	10.87	11.48		00-Jan-00		M18N146	180790			"Tape removed at 3rd capture
Female had fatty (?) wings surrounding blood vessels, and lump near cloaca."
	272107426	TRES	Ithaca	Unit_4	18	2018	Adult	M	Color_Stressor	Mate_Control_Tape	162	1	AHY	20	28	116	00-Jan-00	00-Jan-00		0.84	0.88			00-Jan-00	22.04	23.29			9	00-Jan-00				00-Jan-00	11.99	12.67		00-Jan-00		M18N147	180791			
	272106913	TRES	Ithaca	Unit_2	117	2018	Adult	F	Color_Stressor	Dull_Predator	163	3	ASY	18.5	29	121	00-Jan-00	00-Jan-00		2.69	2.85	213	0.49	00-Jan-00	15.49	16.37	252		8.5	00-Jan-00				00-Jan-00	11.93	12.6		00-Jan-00		M18N148	180126			second stress glucose for validation: 251
	272107699	TRES	Ithaca	Unit_1	75	2018	Adult	F	Color_Stressor	Control_Tape	163	3	SY	19	28.7	115	00-Jan-00	00-Jan-00		1.46	1.54	234		00-Jan-00	28.7	30.33	321		8.5	00-Jan-00				00-Jan-00	16.78	17.73		00-Jan-00		M18N149	180127			
	272107825	TRES	Ithaca	Unit_1	75	2018	Adult	M	Color_Stressor	Mate_Control_Tape	163	1	AHY	19.5	29.2	117	00-Jan-00	00-Jan-00		1.8	1.9			00-Jan-00	24.99	26.41			9	00-Jan-00				00-Jan-00	11.91	12.58		00-Jan-00		M18N150	180128			
	156181156	TRES	Ithaca	Unit_4	93	2018	Adult	F	Color_Stressor	Dull_Control	163	3	ASY	19.5	29	116	00-Jan-00	00-Jan-00		3.71	3.92	188		00-Jan-00	27.16	28.7	234		9	00-Jan-00				00-Jan-00	12.82	13.55		00-Jan-00		M18N151	180129			
	240134830	TRES	Ithaca	Unit_4	93	2018	Adult	M	Color_Stressor	Control_Control	163	1	AHY	20	29.1	124	00-Jan-00	00-Jan-00		1.15	1.21			00-Jan-00	29.2	30.85			9	00-Jan-00				00-Jan-00	51.16	54.06		00-Jan-00		M18N152	180130			
	272107823	TRES	Ithaca	Unit_2	124	2018	Nestling				163		15	17.25			00-Jan-00		A30											00-Jan-00				00-Jan-00	14.57	15.4			Fledged	M18N153	180131			
	272107824	TRES	Ithaca	Unit_2	124	2018	Nestling				163		15	18			00-Jan-00		A30											00-Jan-00				00-Jan-00	30.51	32.24			Fledged	M18N154	180132			
	272107794	TRES	Ithaca	Unit_1	12	2018	Adult	F	Color_Stressor	Control_Control	164	3	SY	18.5	28.9	113	00-Jan-00	00-Jan-00		2.55	2.7	260	0.63	00-Jan-00	12.9	13.63	254		8.5	00-Jan-00				00-Jan-00	10.62	11.22		00-Jan-00		M18N155	180197			
	272107345	TRES	Ithaca	Unit_1	12	2018	Adult	M	Color_Stressor	Mate_Control_Control	164	1	AHY	18.5	28.6	121	00-Jan-00	00-Jan-00		2.7	2.85			00-Jan-00	30.8	32.54			8.5	00-Jan-00				00-Jan-00	17.75	18.76		00-Jan-00		M18N156	180198			Treatment: mate control control
	272107596	TRES	Ithaca	Unit_2	82	2018	Adult	F	Color_Stressor	Dull_Control	164	1	SY	20.5	29.2	114	00-Jan-00	00-Jan-00		2.11	2.23	187	0.6	00-Jan-00	24.14	25.5	197		9.5	00-Jan-00				00-Jan-00	10.09	10.66		00-Jan-00		M18N157	180199			second glucose base: 181
	272106891	TRES	Ithaca	Unit_2	22	2018	Nestling				164		15	19.5			00-Jan-00		A30											00-Jan-00				00-Jan-00	34.74	36.71			Fledged	M18N158	180201			
	272106893	TRES	Ithaca	Unit_2	22	2018	Nestling				164		15	18.5			00-Jan-00		A30											00-Jan-00				00-Jan-00	18.01	19.03			Fledged	M18N159	180202			
	272106895	TRES	Ithaca	Unit_2	22	2018	Nestling				164		15	18.5			00-Jan-00		A30											00-Jan-00				00-Jan-00	26.7	28.22			Fledged	M18N160	180203			
	272106890	TRES	Ithaca	Unit_2	22	2018	Nestling				164		15	17			00-Jan-00		A30											00-Jan-00				00-Jan-00	29.04	30.69			Fledged	M18N161	180204			
	272106894	TRES	Ithaca	Unit_2	22	2018	Nestling				164		15	16.5			00-Jan-00		A30											00-Jan-00				00-Jan-00	28.07	29.66			Fledged	M18N162	180205			
	272106917	TRES	Ithaca	Unit_2	68	2018	Nestling				164		15	17.5			00-Jan-00		A30											00-Jan-00				00-Jan-00	15.01	15.86			Fledged	M18N163	180206			
	272106919	TRES	Ithaca	Unit_2	68	2018	Nestling				164		15	16.25			00-Jan-00		A30											00-Jan-00				00-Jan-00	31.73	33.52			Fledged	M18N164	180207			
	272106918	TRES	Ithaca	Unit_2	68	2018	Nestling				164		15	17.5			00-Jan-00		A30											00-Jan-00				00-Jan-00	46.42	49.05			Fledged	M18N165	180208			
	272106826	TRES	Ithaca	Unit_2	109	2018	Nestling				164		15	18			00-Jan-00		A30											00-Jan-00				00-Jan-00	22.51	23.78			Fledged	M18N166	180209			
	272106825	TRES	Ithaca	Unit_2	109	2018	Nestling				164		15	17.75			00-Jan-00		A30											00-Jan-00				00-Jan-00	18.86	19.93			Fledged	M18N167	180210			
	272106823	TRES	Ithaca	Unit_2	64	2018	Adult	F	Color_Stressor	Dull_Tape	165	3	SY	19	28.6	119	00-Jan-00	00-Jan-00		3.28	3.46	261		00-Jan-00	9.44	9.97	253		8.5	00-Jan-00				00-Jan-00	6.94	7.33		00-Jan-00		M18N168	180236			second glucose for validation: 258
	272107698	TRES	Ithaca	Unit_2	42	2018	Adult	F	Color_Stressor	Dull_Tape	165	3	SY	18	27.8	110	00-Jan-00	00-Jan-00		1.41	1.49	244		00-Jan-00	31	32.76	207		8	00-Jan-00				00-Jan-00	12.68	13.39		00-Jan-00		M18N169	180237			"Trap method unknown, ziptie on right wing not removed."
